country,date,total,new
Argentina,20-01-30,0,0
Argentina,20-01-31,0,0
Argentina,20-02-01,0,0
Argentina,20-02-02,0,0
Argentina,20-02-03,0,0
Argentina,20-02-04,0,0
Argentina,20-02-05,0,0
Argentina,20-02-06,0,0
Argentina,20-02-07,0,0
Argentina,20-02-08,0,0
Argentina,20-02-09,0,0
Argentina,20-02-10,0,0
Argentina,20-02-11,0,0
Argentina,20-02-12,0,0
Argentina,20-02-13,0,0
Argentina,20-02-14,0,0
Argentina,20-02-15,0,0
Argentina,20-02-16,0,0
Argentina,20-02-17,0,0
Argentina,20-02-18,0,0
Argentina,20-02-19,0,0
Argentina,20-02-20,0,0
Argentina,20-02-21,0,0
Argentina,20-02-22,0,0
Argentina,20-02-23,0,0
Argentina,20-02-24,0,0
Argentina,20-02-25,0,0
Argentina,20-02-26,0,0
Argentina,20-02-27,0,0
Argentina,20-02-28,0,0
Argentina,20-02-29,0,0
Argentina,20-03-01,0,0
Argentina,20-03-02,0,0
Argentina,20-03-03,1,1
Argentina,20-03-04,1,0
Argentina,20-03-05,1,0
Argentina,20-03-06,2,1
Argentina,20-03-07,8,6
Argentina,20-03-08,12,4
Argentina,20-03-09,12,0
Argentina,20-03-10,17,5
Argentina,20-03-11,19,2
Argentina,20-03-12,19,0
Argentina,20-03-13,31,12
Argentina,20-03-14,34,3
Argentina,20-03-15,45,11
Argentina,20-03-16,56,11
Argentina,20-03-17,68,12
Argentina,20-03-18,79,11
Argentina,20-03-19,97,18
Argentina,20-03-20,128,31
Argentina,20-03-21,158,30
Argentina,20-03-22,266,108
Argentina,20-03-23,301,35
Argentina,20-03-24,387,86
Argentina,20-03-25,387,0
Argentina,20-03-26,502,115
Argentina,20-03-27,589,87
Argentina,20-03-28,690,101
Argentina,20-03-29,745,55
Argentina,20-03-30,820,75
Argentina,20-03-31,1054,234
Argentina,20-04-01,1054,0
Argentina,20-04-02,1133,79
Argentina,20-04-03,1265,132
Argentina,20-04-04,1451,186
Argentina,20-04-05,1451,0
Argentina,20-04-06,1554,103
Argentina,20-04-07,1628,74
Argentina,20-04-08,1715,87
Argentina,20-04-09,1795,80
Argentina,20-04-10,1975,180
Argentina,20-04-11,1975,0
Argentina,20-04-12,2142,167
Argentina,20-04-13,2208,66
Argentina,20-04-14,2277,69
Argentina,20-04-15,2443,166
Argentina,20-04-16,2571,128
Argentina,20-04-17,2669,98
Argentina,20-04-18,2758,89
Argentina,20-04-19,2839,81
Argentina,20-04-20,2941,102
Argentina,20-04-21,3031,90
Argentina,20-04-22,3144,113
Argentina,20-04-23,3435,291
Argentina,20-04-24,3607,172
Argentina,20-04-25,3780,173
Argentina,20-04-26,3892,112
Argentina,20-04-27,4003,111
Argentina,20-04-28,4127,124
Argentina,20-04-29,4285,158
Argentina,20-04-30,4428,143
Argentina,20-05-01,4532,104
Argentina,20-05-02,4681,149
Argentina,20-05-03,4783,102
Argentina,20-05-04,4887,104
Argentina,20-05-05,5020,133
Argentina,20-05-06,5208,188
Argentina,20-05-07,5371,163
Argentina,20-05-08,5611,240
Argentina,20-05-09,5776,165
Argentina,20-05-10,6034,258
Argentina,20-05-11,6278,244
Argentina,20-05-12,6563,285
Argentina,20-05-13,6879,316
Argentina,20-05-14,7134,255
Argentina,20-05-15,7479,345
Argentina,20-05-16,7805,326
Argentina,20-05-17,8068,263
Argentina,20-05-18,8371,303
Argentina,20-05-19,8809,438
Argentina,20-05-20,9283,474
Argentina,20-05-21,9931,648
Argentina,20-05-22,10649,718
Argentina,20-05-23,11353,704
Argentina,20-05-24,12076,723
Argentina,20-05-25,12628,552
Argentina,20-05-26,13228,600
Argentina,20-05-27,13933,705
Argentina,20-05-28,14702,769
Argentina,20-05-29,15419,717
Argentina,20-05-30,16214,795
Argentina,20-05-31,16851,637
Argentina,20-06-01,17415,564
Argentina,20-06-02,18319,904
Argentina,20-06-03,19268,949
Argentina,20-06-04,20197,929
Argentina,20-06-05,21037,840
Argentina,20-06-06,22020,983
Argentina,20-06-07,22794,774
Argentina,20-06-08,23620,826
Argentina,20-06-09,24761,1141
Argentina,20-06-10,25987,1226
Argentina,20-06-11,27373,1386
Argentina,20-06-12,28764,1391
Armenia,20-01-22,0,0
Armenia,20-01-23,0,0
Armenia,20-01-24,0,0
Armenia,20-01-25,0,0
Armenia,20-01-26,0,0
Armenia,20-01-27,0,0
Armenia,20-01-28,0,0
Armenia,20-01-29,0,0
Armenia,20-01-30,0,0
Armenia,20-01-31,0,0
Armenia,20-02-01,0,0
Armenia,20-02-02,0,0
Armenia,20-02-03,0,0
Armenia,20-02-04,0,0
Armenia,20-02-05,0,0
Armenia,20-02-06,0,0
Armenia,20-02-07,0,0
Armenia,20-02-08,0,0
Armenia,20-02-09,0,0
Armenia,20-02-10,0,0
Armenia,20-02-11,0,0
Armenia,20-02-12,0,0
Armenia,20-02-13,0,0
Armenia,20-02-14,0,0
Armenia,20-02-15,0,0
Armenia,20-02-16,0,0
Armenia,20-02-17,0,0
Armenia,20-02-18,0,0
Armenia,20-02-19,0,0
Armenia,20-02-20,0,0
Armenia,20-02-21,0,0
Armenia,20-02-22,0,0
Armenia,20-02-23,0,0
Armenia,20-02-24,0,0
Armenia,20-02-25,0,0
Armenia,20-02-26,0,0
Armenia,20-02-27,0,0
Armenia,20-02-28,0,0
Armenia,20-02-29,0,0
Armenia,20-03-01,1,1
Armenia,20-03-02,1,0
Armenia,20-03-03,1,0
Armenia,20-03-04,1,0
Armenia,20-03-05,1,0
Armenia,20-03-06,1,0
Armenia,20-03-07,1,0
Armenia,20-03-08,1,0
Armenia,20-03-09,1,0
Armenia,20-03-10,1,0
Armenia,20-03-11,1,0
Armenia,20-03-12,4,3
Armenia,20-03-13,8,4
Armenia,20-03-14,18,10
Armenia,20-03-15,26,8
Armenia,20-03-16,52,26
Armenia,20-03-17,78,26
Armenia,20-03-18,84,6
Armenia,20-03-19,115,31
Armenia,20-03-20,136,21
Armenia,20-03-21,160,24
Armenia,20-03-22,194,34
Armenia,20-03-23,235,41
Armenia,20-03-24,249,14
Armenia,20-03-25,265,16
Armenia,20-03-26,290,25
Armenia,20-03-27,329,39
Armenia,20-03-28,407,78
Armenia,20-03-29,424,17
Armenia,20-03-30,482,58
Armenia,20-03-31,532,50
Armenia,20-04-01,571,39
Armenia,20-04-02,663,92
Armenia,20-04-03,736,73
Armenia,20-04-04,770,34
Armenia,20-04-05,822,52
Armenia,20-04-06,833,11
Armenia,20-04-07,853,20
Armenia,20-04-08,881,28
Armenia,20-04-09,921,40
Armenia,20-04-10,937,16
Armenia,20-04-11,967,30
Armenia,20-04-12,1013,46
Armenia,20-04-13,1039,26
Armenia,20-04-14,1067,28
Armenia,20-04-15,1111,44
Armenia,20-04-16,1159,48
Armenia,20-04-17,1201,42
Armenia,20-04-18,1248,47
Armenia,20-04-19,1291,43
Armenia,20-04-20,1339,48
Armenia,20-04-21,1401,62
Armenia,20-04-22,1473,72
Armenia,20-04-23,1523,50
Armenia,20-04-24,1596,73
Armenia,20-04-25,1677,81
Armenia,20-04-26,1746,69
Armenia,20-04-27,1808,62
Armenia,20-04-28,1867,59
Armenia,20-04-29,1932,65
Armenia,20-04-30,2066,134
Armenia,20-05-01,2148,82
Armenia,20-05-02,2273,125
Armenia,20-05-03,2386,113
Armenia,20-05-04,2507,121
Armenia,20-05-05,2619,112
Armenia,20-05-06,2782,163
Armenia,20-05-07,2884,102
Armenia,20-05-08,3029,145
Armenia,20-05-09,3175,146
Armenia,20-05-10,3313,138
Armenia,20-05-11,3392,79
Armenia,20-05-12,3538,146
Armenia,20-05-13,3718,180
Armenia,20-05-14,3860,142
Armenia,20-05-15,4044,184
Armenia,20-05-16,4283,239
Armenia,20-05-17,4472,189
Armenia,20-05-18,4823,351
Armenia,20-05-19,5041,218
Armenia,20-05-20,5271,230
Armenia,20-05-21,5606,335
Armenia,20-05-22,5928,322
Armenia,20-05-23,6302,374
Armenia,20-05-24,6661,359
Armenia,20-05-25,7113,452
Armenia,20-05-26,7402,289
Armenia,20-05-27,7774,372
Armenia,20-05-28,8216,442
Armenia,20-05-29,8676,460
Armenia,20-05-30,8927,251
Armenia,20-05-31,9282,355
Armenia,20-06-01,9492,210
Armenia,20-06-02,10009,517
Armenia,20-06-03,10524,515
Armenia,20-06-04,11221,697
Armenia,20-06-05,11817,596
Armenia,20-06-06,12364,547
Armenia,20-06-07,13130,766
Armenia,20-06-08,13325,195
Armenia,20-06-09,13675,350
Armenia,20-06-10,14103,428
Armenia,20-06-11,14669,566
Armenia,20-06-12,15281,612
Australia,20-01-22,0,0
Australia,20-01-23,0,0
Australia,20-01-24,0,0
Australia,20-01-25,0,0
Australia,20-01-26,4,4
Australia,20-01-27,5,1
Australia,20-01-28,5,0
Australia,20-01-29,6,1
Australia,20-01-30,9,3
Australia,20-01-31,9,0
Australia,20-02-01,12,3
Australia,20-02-02,12,0
Australia,20-02-03,12,0
Australia,20-02-04,13,1
Australia,20-02-05,13,0
Australia,20-02-06,14,1
Australia,20-02-07,15,1
Australia,20-02-08,15,0
Australia,20-02-09,15,0
Australia,20-02-10,15,0
Australia,20-02-11,15,0
Australia,20-02-12,15,0
Australia,20-02-13,15,0
Australia,20-02-14,15,0
Australia,20-02-15,15,0
Australia,20-02-16,15,0
Australia,20-02-17,15,0
Australia,20-02-18,15,0
Australia,20-02-19,15,0
Australia,20-02-20,15,0
Australia,20-02-21,15,0
Australia,20-02-22,15,0
Australia,20-02-23,15,0
Australia,20-02-24,15,0
Australia,20-02-25,15,0
Australia,20-02-26,15,0
Australia,20-02-27,15,0
Australia,20-02-28,15,0
Australia,20-02-29,25,10
Australia,20-03-01,27,2
Australia,20-03-02,30,3
Australia,20-03-03,39,9
Australia,20-03-04,52,13
Australia,20-03-05,55,3
Australia,20-03-06,60,5
Australia,20-03-07,63,3
Australia,20-03-08,76,13
Australia,20-03-09,91,15
Australia,20-03-10,107,16
Australia,20-03-11,128,21
Australia,20-03-12,128,0
Australia,20-03-13,200,72
Australia,20-03-14,250,50
Australia,20-03-15,297,47
Australia,20-03-16,377,80
Australia,20-03-17,452,75
Australia,20-03-18,568,116
Australia,20-03-19,681,113
Australia,20-03-20,791,110
Australia,20-03-21,1071,280
Australia,20-03-22,1549,478
Australia,20-03-23,1682,133
Australia,20-03-24,2044,362
Australia,20-03-25,2364,320
Australia,20-03-26,2810,446
Australia,20-03-27,3143,333
Australia,20-03-28,3640,497
Australia,20-03-29,3984,344
Australia,20-03-30,4361,377
Australia,20-03-31,4559,198
Australia,20-04-01,4862,303
Australia,20-04-02,5116,254
Australia,20-04-03,5330,214
Australia,20-04-04,5550,220
Australia,20-04-05,5687,137
Australia,20-04-06,5797,110
Australia,20-04-07,5895,98
Australia,20-04-08,6010,115
Australia,20-04-09,6108,98
Australia,20-04-10,6215,107
Australia,20-04-11,6303,88
Australia,20-04-12,6315,12
Australia,20-04-13,6351,36
Australia,20-04-14,6415,64
Australia,20-04-15,6440,25
Australia,20-04-16,6462,22
Australia,20-04-17,6522,60
Australia,20-04-18,6568,46
Australia,20-04-19,6610,42
Australia,20-04-20,6623,13
Australia,20-04-21,6645,22
Australia,20-04-22,6652,7
Australia,20-04-23,6662,10
Australia,20-04-24,6677,15
Australia,20-04-25,6694,17
Australia,20-04-26,6714,20
Australia,20-04-27,6721,7
Australia,20-04-28,6744,23
Australia,20-04-29,6752,8
Australia,20-04-30,6766,14
Australia,20-05-01,6778,12
Australia,20-05-02,6799,21
Australia,20-05-03,6822,23
Australia,20-05-04,6847,25
Australia,20-05-05,6875,28
Australia,20-05-06,6894,19
Australia,20-05-07,6913,19
Australia,20-05-08,6918,5
Australia,20-05-09,6939,21
Australia,20-05-10,6948,9
Australia,20-05-11,6970,22
Australia,20-05-12,6980,10
Australia,20-05-13,6989,9
Australia,20-05-14,7019,30
Australia,20-05-15,7035,16
Australia,20-05-16,7044,9
Australia,20-05-17,7054,10
Australia,20-05-18,7068,14
Australia,20-05-19,7072,4
Australia,20-05-20,7081,9
Australia,20-05-21,7095,14
Australia,20-05-22,7099,4
Australia,20-05-23,7114,15
Australia,20-05-24,7114,0
Australia,20-05-25,7126,12
Australia,20-05-26,7139,13
Australia,20-05-27,7150,11
Australia,20-05-28,7165,15
Australia,20-05-29,7184,19
Australia,20-05-30,7192,8
Australia,20-05-31,7202,10
Australia,20-06-01,7221,19
Australia,20-06-02,7229,8
Australia,20-06-03,7240,11
Australia,20-06-04,7247,7
Australia,20-06-05,7252,5
Australia,20-06-06,7259,7
Australia,20-06-07,7265,6
Australia,20-06-08,7267,2
Australia,20-06-09,7274,7
Australia,20-06-10,7285,11
Australia,20-06-11,7289,4
Australia,20-06-12,7294,5
Austria,20-01-22,0,0
Austria,20-01-23,0,0
Austria,20-01-24,0,0
Austria,20-01-25,0,0
Austria,20-01-26,0,0
Austria,20-01-27,0,0
Austria,20-01-28,0,0
Austria,20-01-29,0,0
Austria,20-01-30,0,0
Austria,20-01-31,0,0
Austria,20-02-01,0,0
Austria,20-02-02,0,0
Austria,20-02-03,0,0
Austria,20-02-04,0,0
Austria,20-02-05,0,0
Austria,20-02-06,0,0
Austria,20-02-07,0,0
Austria,20-02-08,0,0
Austria,20-02-09,0,0
Austria,20-02-10,0,0
Austria,20-02-11,0,0
Austria,20-02-12,0,0
Austria,20-02-13,0,0
Austria,20-02-14,0,0
Austria,20-02-15,0,0
Austria,20-02-16,0,0
Austria,20-02-17,0,0
Austria,20-02-18,0,0
Austria,20-02-19,0,0
Austria,20-02-20,0,0
Austria,20-02-21,0,0
Austria,20-02-22,0,0
Austria,20-02-23,0,0
Austria,20-02-24,0,0
Austria,20-02-25,2,2
Austria,20-02-26,2,0
Austria,20-02-27,3,1
Austria,20-02-28,3,0
Austria,20-02-29,9,6
Austria,20-03-01,14,5
Austria,20-03-02,18,4
Austria,20-03-03,21,3
Austria,20-03-04,29,8
Austria,20-03-05,41,12
Austria,20-03-06,55,14
Austria,20-03-07,79,24
Austria,20-03-08,104,25
Austria,20-03-09,131,27
Austria,20-03-10,182,51
Austria,20-03-11,246,64
Austria,20-03-12,302,56
Austria,20-03-13,504,202
Austria,20-03-14,655,151
Austria,20-03-15,860,205
Austria,20-03-16,1018,158
Austria,20-03-17,1332,314
Austria,20-03-18,1646,314
Austria,20-03-19,2013,367
Austria,20-03-20,2388,375
Austria,20-03-21,2814,426
Austria,20-03-22,3582,768
Austria,20-03-23,4474,892
Austria,20-03-24,5283,809
Austria,20-03-25,5588,305
Austria,20-03-26,6909,1321
Austria,20-03-27,7657,748
Austria,20-03-28,8271,614
Austria,20-03-29,8788,517
Austria,20-03-30,9618,830
Austria,20-03-31,10180,562
Austria,20-04-01,10711,531
Austria,20-04-02,11129,418
Austria,20-04-03,11524,395
Austria,20-04-04,11781,257
Austria,20-04-05,12051,270
Austria,20-04-06,12297,246
Austria,20-04-07,12639,342
Austria,20-04-08,12942,303
Austria,20-04-09,13244,302
Austria,20-04-10,13555,311
Austria,20-04-11,13806,251
Austria,20-04-12,13945,139
Austria,20-04-13,14041,96
Austria,20-04-14,14226,185
Austria,20-04-15,14336,110
Austria,20-04-16,14476,140
Austria,20-04-17,14595,119
Austria,20-04-18,14671,76
Austria,20-04-19,14749,78
Austria,20-04-20,14795,46
Austria,20-04-21,14873,78
Austria,20-04-22,14925,52
Austria,20-04-23,15002,77
Austria,20-04-24,15071,69
Austria,20-04-25,15148,77
Austria,20-04-26,15225,77
Austria,20-04-27,15274,49
Austria,20-04-28,15357,83
Austria,20-04-29,15402,45
Austria,20-04-30,15452,50
Austria,20-05-01,15531,79
Austria,20-05-02,15558,27
Austria,20-05-03,15597,39
Austria,20-05-04,15621,24
Austria,20-05-05,15650,29
Austria,20-05-06,15684,34
Austria,20-05-07,15752,68
Austria,20-05-08,15774,22
Austria,20-05-09,15833,59
Austria,20-05-10,15871,38
Austria,20-05-11,15882,11
Austria,20-05-12,15961,79
Austria,20-05-13,15997,36
Austria,20-05-14,16058,61
Austria,20-05-15,16109,51
Austria,20-05-16,16201,92
Austria,20-05-17,16242,41
Austria,20-05-18,16269,27
Austria,20-05-19,16321,52
Austria,20-05-20,16353,32
Austria,20-05-21,16404,51
Austria,20-05-22,16436,32
Austria,20-05-23,16486,50
Austria,20-05-24,16503,17
Austria,20-05-25,16539,36
Austria,20-05-26,16557,18
Austria,20-05-27,16591,34
Austria,20-05-28,16628,37
Austria,20-05-29,16655,27
Austria,20-05-30,16685,30
Austria,20-05-31,16731,46
Austria,20-06-01,16733,2
Austria,20-06-02,16759,26
Austria,20-06-03,16771,12
Austria,20-06-04,16805,34
Austria,20-06-05,16843,38
Austria,20-06-06,16898,55
Austria,20-06-07,16902,4
Austria,20-06-08,16968,66
Austria,20-06-09,16979,11
Austria,20-06-10,17005,26
Austria,20-06-11,17034,29
Austria,20-06-12,17064,30
Azerbaijan,20-01-22,0,0
Azerbaijan,20-01-23,0,0
Azerbaijan,20-01-24,0,0
Azerbaijan,20-01-25,0,0
Azerbaijan,20-01-26,0,0
Azerbaijan,20-01-27,0,0
Azerbaijan,20-01-28,0,0
Azerbaijan,20-01-29,0,0
Azerbaijan,20-01-30,0,0
Azerbaijan,20-01-31,0,0
Azerbaijan,20-02-01,0,0
Azerbaijan,20-02-02,0,0
Azerbaijan,20-02-03,0,0
Azerbaijan,20-02-04,0,0
Azerbaijan,20-02-05,0,0
Azerbaijan,20-02-06,0,0
Azerbaijan,20-02-07,0,0
Azerbaijan,20-02-08,0,0
Azerbaijan,20-02-09,0,0
Azerbaijan,20-02-10,0,0
Azerbaijan,20-02-11,0,0
Azerbaijan,20-02-12,0,0
Azerbaijan,20-02-13,0,0
Azerbaijan,20-02-14,0,0
Azerbaijan,20-02-15,0,0
Azerbaijan,20-02-16,0,0
Azerbaijan,20-02-17,0,0
Azerbaijan,20-02-18,0,0
Azerbaijan,20-02-19,0,0
Azerbaijan,20-02-20,0,0
Azerbaijan,20-02-21,0,0
Azerbaijan,20-02-22,0,0
Azerbaijan,20-02-23,0,0
Azerbaijan,20-02-24,0,0
Azerbaijan,20-02-25,0,0
Azerbaijan,20-02-26,0,0
Azerbaijan,20-02-27,0,0
Azerbaijan,20-02-28,0,0
Azerbaijan,20-02-29,0,0
Azerbaijan,20-03-01,3,3
Azerbaijan,20-03-02,3,0
Azerbaijan,20-03-03,3,0
Azerbaijan,20-03-04,3,0
Azerbaijan,20-03-05,6,3
Azerbaijan,20-03-06,6,0
Azerbaijan,20-03-07,9,3
Azerbaijan,20-03-08,9,0
Azerbaijan,20-03-09,9,0
Azerbaijan,20-03-10,11,2
Azerbaijan,20-03-11,11,0
Azerbaijan,20-03-12,11,0
Azerbaijan,20-03-13,15,4
Azerbaijan,20-03-14,15,0
Azerbaijan,20-03-15,23,8
Azerbaijan,20-03-16,28,5
Azerbaijan,20-03-17,28,0
Azerbaijan,20-03-18,28,0
Azerbaijan,20-03-19,44,16
Azerbaijan,20-03-20,44,0
Azerbaijan,20-03-21,53,9
Azerbaijan,20-03-22,65,12
Azerbaijan,20-03-23,72,7
Azerbaijan,20-03-24,87,15
Azerbaijan,20-03-25,93,6
Azerbaijan,20-03-26,122,29
Azerbaijan,20-03-27,165,43
Azerbaijan,20-03-28,182,17
Azerbaijan,20-03-29,209,27
Azerbaijan,20-03-30,273,64
Azerbaijan,20-03-31,298,25
Azerbaijan,20-04-01,359,61
Azerbaijan,20-04-02,400,41
Azerbaijan,20-04-03,443,43
Azerbaijan,20-04-04,521,78
Azerbaijan,20-04-05,584,63
Azerbaijan,20-04-06,641,57
Azerbaijan,20-04-07,717,76
Azerbaijan,20-04-08,822,105
Azerbaijan,20-04-09,926,104
Azerbaijan,20-04-10,991,65
Azerbaijan,20-04-11,1058,67
Azerbaijan,20-04-12,1098,40
Azerbaijan,20-04-13,1148,50
Azerbaijan,20-04-14,1197,49
Azerbaijan,20-04-15,1253,56
Azerbaijan,20-04-16,1283,30
Azerbaijan,20-04-17,1340,57
Azerbaijan,20-04-18,1373,33
Azerbaijan,20-04-19,1398,25
Azerbaijan,20-04-20,1436,38
Azerbaijan,20-04-21,1480,44
Azerbaijan,20-04-22,1518,38
Azerbaijan,20-04-23,1548,30
Azerbaijan,20-04-24,1592,44
Azerbaijan,20-04-25,1617,25
Azerbaijan,20-04-26,1645,28
Azerbaijan,20-04-27,1678,33
Azerbaijan,20-04-28,1717,39
Azerbaijan,20-04-29,1766,49
Azerbaijan,20-04-30,1804,38
Azerbaijan,20-05-01,1854,50
Azerbaijan,20-05-02,1894,40
Azerbaijan,20-05-03,1932,38
Azerbaijan,20-05-04,1984,52
Azerbaijan,20-05-05,2060,76
Azerbaijan,20-05-06,2127,67
Azerbaijan,20-05-07,2204,77
Azerbaijan,20-05-08,2279,75
Azerbaijan,20-05-09,2422,143
Azerbaijan,20-05-10,2519,97
Azerbaijan,20-05-11,2589,70
Azerbaijan,20-05-12,2693,104
Azerbaijan,20-05-13,2758,65
Azerbaijan,20-05-14,2879,121
Azerbaijan,20-05-15,2980,101
Azerbaijan,20-05-16,3138,158
Azerbaijan,20-05-17,3274,136
Azerbaijan,20-05-18,3387,113
Azerbaijan,20-05-19,3518,131
Azerbaijan,20-05-20,3631,113
Azerbaijan,20-05-21,3749,118
Azerbaijan,20-05-22,3855,106
Azerbaijan,20-05-23,3982,127
Azerbaijan,20-05-24,4122,140
Azerbaijan,20-05-25,4271,149
Azerbaijan,20-05-26,4403,132
Azerbaijan,20-05-27,4568,165
Azerbaijan,20-05-28,4759,191
Azerbaijan,20-05-29,4989,230
Azerbaijan,20-05-30,5246,257
Azerbaijan,20-05-31,5494,248
Azerbaijan,20-06-01,5662,168
Azerbaijan,20-06-02,5935,273
Azerbaijan,20-06-03,6260,325
Azerbaijan,20-06-04,6522,262
Azerbaijan,20-06-05,6860,338
Azerbaijan,20-06-06,7239,379
Azerbaijan,20-06-07,7553,314
Azerbaijan,20-06-08,7876,323
Azerbaijan,20-06-09,8191,315
Azerbaijan,20-06-10,8530,339
Azerbaijan,20-06-11,8882,352
Azerbaijan,20-06-12,9218,336
Bahamas,20-01-22,0,0
Bahamas,20-01-23,0,0
Bahamas,20-01-24,0,0
Bahamas,20-01-25,0,0
Bahamas,20-01-26,0,0
Bahamas,20-01-27,0,0
Bahamas,20-01-28,0,0
Bahamas,20-01-29,0,0
Bahamas,20-01-30,0,0
Bahamas,20-01-31,0,0
Bahamas,20-02-01,0,0
Bahamas,20-02-02,0,0
Bahamas,20-02-03,0,0
Bahamas,20-02-04,0,0
Bahamas,20-02-05,0,0
Bahamas,20-02-06,0,0
Bahamas,20-02-07,0,0
Bahamas,20-02-08,0,0
Bahamas,20-02-09,0,0
Bahamas,20-02-10,0,0
Bahamas,20-02-11,0,0
Bahamas,20-02-12,0,0
Bahamas,20-02-13,0,0
Bahamas,20-02-14,0,0
Bahamas,20-02-15,0,0
Bahamas,20-02-16,0,0
Bahamas,20-02-17,0,0
Bahamas,20-02-18,0,0
Bahamas,20-02-19,0,0
Bahamas,20-02-20,0,0
Bahamas,20-02-21,0,0
Bahamas,20-02-22,0,0
Bahamas,20-02-23,0,0
Bahamas,20-02-24,0,0
Bahamas,20-02-25,0,0
Bahamas,20-02-26,0,0
Bahamas,20-02-27,0,0
Bahamas,20-02-28,0,0
Bahamas,20-02-29,0,0
Bahamas,20-03-01,0,0
Bahamas,20-03-02,0,0
Bahamas,20-03-03,0,0
Bahamas,20-03-04,0,0
Bahamas,20-03-05,0,0
Bahamas,20-03-06,0,0
Bahamas,20-03-07,0,0
Bahamas,20-03-08,0,0
Bahamas,20-03-09,0,0
Bahamas,20-03-10,0,0
Bahamas,20-03-11,0,0
Bahamas,20-03-12,0,0
Bahamas,20-03-13,0,0
Bahamas,20-03-14,0,0
Bahamas,20-03-15,0,0
Bahamas,20-03-16,1,1
Bahamas,20-03-17,1,0
Bahamas,20-03-18,1,0
Bahamas,20-03-19,3,2
Bahamas,20-03-20,3,0
Bahamas,20-03-21,4,1
Bahamas,20-03-22,4,0
Bahamas,20-03-23,4,0
Bahamas,20-03-24,5,1
Bahamas,20-03-25,5,0
Bahamas,20-03-26,9,4
Bahamas,20-03-27,10,1
Bahamas,20-03-28,10,0
Bahamas,20-03-29,11,1
Bahamas,20-03-30,14,3
Bahamas,20-03-31,14,0
Bahamas,20-04-01,21,7
Bahamas,20-04-02,24,3
Bahamas,20-04-03,24,0
Bahamas,20-04-04,28,4
Bahamas,20-04-05,28,0
Bahamas,20-04-06,29,1
Bahamas,20-04-07,33,4
Bahamas,20-04-08,40,7
Bahamas,20-04-09,41,1
Bahamas,20-04-10,42,1
Bahamas,20-04-11,46,4
Bahamas,20-04-12,46,0
Bahamas,20-04-13,47,1
Bahamas,20-04-14,49,2
Bahamas,20-04-15,49,0
Bahamas,20-04-16,53,4
Bahamas,20-04-17,54,1
Bahamas,20-04-18,55,1
Bahamas,20-04-19,55,0
Bahamas,20-04-20,60,5
Bahamas,20-04-21,65,5
Bahamas,20-04-22,65,0
Bahamas,20-04-23,72,7
Bahamas,20-04-24,73,1
